id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
2370,Karim Benzema,32,2614,27,24.671546146273613,12,8.99625631980598,128,62,0,0,F S,Real Madrid,20,16.495628118515015,28.832715107128024,9.545942708384246
897,Juanmi,33,2183,17,10.187626414000988,4,2.7290982231497765,55,19,5,0,F M S,Real Betis,17,10.187626414000988,14.672116911038756,3.426418883726001
2290,Iago Aspas,37,3098,17,14.593056619167328,5,6.394939869642258,90,58,9,0,F S,Celta Vigo,14,10.87679260596633,20.08181523066014,6.775518755428493
4229,Raúl de Tomás,34,2942,17,15.713371678255498,3,1.6105903144925833,106,25,5,2,F S,Espanyol,12,11.996979652903974,13.882727585732937,3.355462779290974
7008,Vinícius Júnior,35,2712,17,14.596011717803776,10,9.233812033198774,80,68,6,0,F M S,Real Madrid,17,14.596011717803776,31.057188913226128,11.666109897196293
6219,Enes Ünal,37,2848,16,11.382522858679295,1,1.5669306041672826,86,28,8,0,F S,Getafe,14,8.409409895539284,8.196038469672203,1.4727964820340276
866,Joselu,37,3132,14,13.482938756234944,4,3.9191309553571045,97,35,0,0,F S,Alaves,8,8.279990379698575,11.487721542827785,2.9624599032104015
2186,Morales,35,2737,13,13.537092285230756,7,5.412142590619624,81,35,7,0,F M S,Levante,10,9.820705484598875,17.60657161101699,3.5549608878791332
555,Memphis Depay,28,1845,12,11.858474859967828,2,4.673103122040629,61,45,3,0,F M S,Barcelona,8,8.142092959955335,15.699477111920714,6.830247407779098
2275,Ángel Correa,36,1879,12,7.5283734034746885,5,3.6459022108465433,50,25,3,1,F M S,Atletico Madrid,12,7.5283734034746885,14.415172526612878,4.4162845173850656
2098,Luis Suárez,35,1829,11,10.48271519690752,2,1.8571418775245547,54,15,7,0,F S,Atletico Madrid,9,8.25288113579154,10.290383666753769,2.1885673254728317
2478,Carlos Soler,32,2489,11,8.917946607340127,5,4.1710398849099874,41,52,4,0,M S,Valencia,4,3.7150069600902498,9.026358818169683,4.993355771526694
5682,Gonçalo Guedes,36,2653,11,7.205688217654824,6,5.612193078733981,70,45,3,0,F M S,Valencia,10,5.719137305393815,12.684107702225447,5.332130899652839
318,Pierre-Emerick Aubameyang,17,1105,10,8.833519843406975,1,1.3020352981984615,36,8,0,0,F S,Barcelona,10,8.833519843406975,11.538495776243508,2.6042123110964894
2117,Marco Asensio,31,1733,10,7.722298290580511,0,2.2709937002509832,64,31,2,0,F M S,Real Madrid,10,7.722298290580511,13.960778545588255,6.037509264424443
2155,Jorge Molina,35,1940,10,7.497979895211756,5,4.060373456217349,46,30,2,0,F S,Granada,10,6.754706875421107,10.362118877470493,1.192303222604096
2543,Borja Iglesias,33,1574,10,8.502993639558554,0,2.3201704546809196,38,15,4,0,F S,Real Betis,7,6.273163765668869,8.393713371828198,2.4330388978123665
2589,Rafa Mir,34,1769,10,8.386388290673494,0,0.3148877006024122,61,6,6,0,F S,Sevilla,10,8.386388290673494,10.744975220412016,3.1194606106728315
8066,Arnaut Danjuma Groeneveld,23,1483,10,12.822505246847868,3,2.3936407063156366,62,15,2,0,F M S,Villarreal,7,10.592675220221281,14.406457994133234,2.95650140568614
2120,Gerard Moreno,17,1190,9,7.676860794425011,3,4.974263995885849,38,30,2,0,F S,Villarreal,8,6.19043343514204,10.593399696052074,2.3420440293848515
2234,Mikel Oyarzabal,22,1685,9,9.382653720676899,3,4.0027330834418535,42,39,0,1,F M S,Real Sociedad,5,5.666264699772,10.354422569274902,3.250245600938797
2361,Willian José,32,1615,9,6.6187627874314785,4,2.188668318092823,35,22,2,0,F S,Real Betis,6,4.388929720968008,8.81481671333313,3.452444599941373
1235,Ante Budimir,28,1746,8,9.98131524398923,2,1.0723036210983992,45,11,3,0,F S,Osasuna,6,8.49475722387433,9.267304566688836,1.6742675201967359
2399,Iñaki Williams,38,2796,8,15.017372261732817,5,7.52719091065228,95,33,4,0,F S,Athletic Club,7,14.274094235152006,24.979276698082685,5.527427515946329
4175,Pere Milla,32,1634,8,4.583406371995807,3,1.8208362068980932,29,12,4,0,F M S,Elche,8,4.583406371995807,9.573891461826861,3.7279223520308733
5212,Sergi Guardiola,32,1710,8,7.721280675381422,2,2.4964785389602184,52,15,3,0,F S,Rayo Vallecano,7,6.978002656251192,10.266967991366982,2.7958325874060392
7892,João Félix,24,1259,8,6.421432305127382,4,4.142435677349567,39,19,1,1,F M S,Atletico Madrid,8,6.421432305127382,10.240179769694805,2.3597911782562733
8978,Luis Suárez,37,2887,8,9.463244837708771,4,3.4181125932373106,86,30,6,0,F M S,Granada,8,8.719967854209244,11.704755910672247,3.0602809879928827
1189,Lucas Boyé,24,1731,7,4.705582898110151,3,2.714024893939495,49,22,3,0,F S,Elche,7,4.705582898110151,7.781527530401945,2.7555075120180845
1715,Álvaro Negredo,34,2167,7,8.650729690678418,2,2.310485614463687,68,22,3,0,F M S,Cadiz,5,6.420897637493908,8.739513839129359,1.3446673303842545
2384,Santi Mina,33,2389,7,9.253597201779485,3,2.106306361965835,59,21,4,0,F S,Celta Vigo,7,8.510319175198674,11.40976232290268,2.3766150744631886
2566,Roger,29,2152,7,8.281187678687274,3,3.128277173265815,48,23,8,0,F S,Levante,6,6.051355253905058,10.779477871023118,3.504760908894241
