id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
5322,Victor Osimhen,32,2609,26,26.626029931008816,4,2.6485694460570812,134,33,4,0,F S,Napoli,24,24.34213351458311,23.06260520219803,2.083378940820694
7006,Lautaro Martínez,38,2566,21,19.81596491392702,6,6.042775368317962,126,46,4,0,F S,Inter,20,18.293364918790758,25.248869486153126,5.3684976901859045
7224,Boulaye Dia,33,2532,16,9.1223160084337,6,2.565659542568028,48,35,3,0,F M S,Salernitana,15,8.361017173156142,12.285983518697321,2.865780700929463
7193,Rafael Leão,35,2453,15,12.850501528009772,8,8.666536897420883,92,49,5,1,M S,AC Milan,15,12.850501528009772,25.837798319756985,7.709507210180163
502,Olivier Giroud,33,2166,13,15.180027283728123,5,5.839565250091255,81,24,6,1,F S,AC Milan,10,12.896135553717613,18.150510312989354,5.017484482377768
5556,Ademola Lookman,31,1745,13,10.577641425654292,6,5.73071956448257,52,40,3,0,F M S,Atalanta,10,8.293747257441282,16.509120712056756,3.689325923100114
9018,M&#039;Bala Nzola,31,2659,13,12.467133812606335,2,2.651182981207967,63,28,8,0,F S,Spezia,10,10.183236673474312,13.539749652147293,2.6491533778607845
1209,Ciro Immobile,31,2239,12,14.894521465525031,5,2.36814247071743,77,26,2,0,F S,Lazio,8,11.08803047798574,17.061955170705914,4.235991571098566
1294,Paulo Dybala,25,1763,12,9.707531973719597,6,7.352878376841545,65,53,4,0,F M S,Roma,7,5.901039339601994,11.511710653081536,3.6964484434574842
1612,Domenico Berardi,26,1894,12,11.07066909968853,7,6.496799468994141,83,45,8,0,F M S,Sassuolo,5,4.980279427021742,15.024806343019009,6.569302596151829
2217,Antonio Sanabria,33,2457,12,11.509437082335353,4,3.662014912813902,69,24,4,0,F S,Torino,11,10.748136101290584,17.375103471800685,5.374319806694984
7453,Khvicha Kvaratskhelia,34,2575,12,8.062930300831795,10,8.784897561185062,85,54,1,0,F M S,Napoli,10,6.5403321124613285,20.764383366331458,8.34783404506743
6160,Riccardo Orsolini,32,2121,11,10.20327328890562,4,3.219342499040067,92,44,6,2,F M S,Bologna,8,7.91937767714262,11.650514734908938,3.26077987998724
594,Romelu Lukaku,25,1675,10,9.806708738207817,6,4.254219243302941,51,32,1,0,F S,Inter,8,8.284114763140678,15.382605358958244,4.906544785946608
865,Marko Arnautovic,21,1556,10,8.071489023044705,0,2.5909547666087747,31,22,5,0,F S,Bologna,7,5.787593238987029,10.896913611330092,3.1932739103212953
1958,Mattia Zaccagni,35,2812,10,8.35121201723814,6,5.7771584670990705,57,36,9,0,F M S,Lazio,9,7.589912839233875,19.419666165485978,7.7913031075149775
7084,Dusan Vlahovic,27,1947,10,10.7628720626235,2,3.777619262225926,68,21,1,0,F S,Juventus,8,8.478968940675259,10.126459673047066,2.499461960978806
9969,Teun Koopmeiners,33,2860,10,8.450882591307163,4,6.544764361344278,59,57,7,0,M S,Atalanta,8,5.405682601034641,14.013550275936723,6.516538642346859
9983,Beto,33,2131,10,10.855348506942391,1,2.8929035430774093,61,23,2,0,F S,Udinese,9,10.0940504912287,13.431891795247793,1.8604375552386045
1208,Felipe Anderson,38,2986,9,6.816264293156564,2,4.966810274869204,41,47,3,0,F M S,Lazio,9,6.816264293156564,19.7677051872015,9.3158711604774
1253,Edin Dzeko,33,1707,9,10.615746980533004,3,3.140127930790186,74,23,2,0,F S,Inter,9,10.615746980533004,14.459573529660702,2.8057876229286194
1543,Sergej Milinkovic-Savic,36,3044,9,7.642115520313382,8,7.669951910153031,64,42,10,0,M S,Lazio,9,7.642115520313382,18.009869592264295,9.168152891099453
11055,Rasmus Højlund,32,1846,9,10.287494648247957,2,1.9006175007671118,54,24,1,0,F S,Atalanta,9,10.287494648247957,13.84284788928926,2.6389122121036053
702,Tammy Abraham,38,2199,8,12.646193861961365,3,4.972163491882384,61,33,2,0,F S,Roma,8,12.646193861961365,14.22906332835555,1.6856992188841105
1868,Daniel Ciofani,32,1030,8,6.3114085383713245,0,0.6939694732427597,32,10,1,0,F S,Cremonese,5,3.26621325686574,3.270833982154727,0.8133191857486963
3291,Adrien Rabiot,32,2756,8,7.234948273748159,4,2.161040493287146,48,31,9,0,M S,Juventus,8,7.234948273748159,10.3733021132648,6.57682091742754
