id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
11736,Artem Dovbyk,36,2678,24,23.313817247748375,8,6.509533985517919,85,27,2,0,F S,Girona,17,17.367596223950386,23.6771375015378,3.992590010166168
6531,Alexander Sørloth,34,2487,23,15.42916595377028,6,4.057515846565366,78,33,3,0,F S,Villarreal,23,15.42916595377028,20.514578377828002,3.4321656189858913
227,Robert Lewandowski,35,2777,19,17.914700919762254,8,5.09992503747344,92,27,5,0,F S,Barcelona,15,14.941590474918485,25.661629386246204,9.227330034598708
8824,Jude Bellingham,28,2351,19,12.974516276270151,6,5.894492693245411,63,48,5,0,F M S,Real Madrid,18,12.231238637119532,27.42240233719349,15.474829688668251
1235,Ante Budimir,33,2476,17,15.208166905678809,2,2.322105295024812,77,12,4,0,F S,Osasuna,14,12.23505643196404,12.838875048793852,1.577920326963067
2270,Antoine Griezmann,33,2685,16,13.233244309201837,6,5.676792664453387,79,43,5,0,F M S,Atletico Madrid,12,10.260133827105165,25.45843400619924,11.906192127615213
5169,Youssef En-Nesyri,33,2580,16,13.3881605733186,2,1.3884780388325453,73,9,4,0,F S,Sevilla,15,12.644882904365659,14.379435012117028,2.695498451590538
1804,Álvaro Morata,32,1924,15,17.68113228864968,3,2.8247487526386976,67,15,2,1,F S,Atletico Madrid,15,16.937854619696736,20.133963122963905,3.3605582043528557
2252,Borja Mayoral,27,2193,15,11.781445782631636,1,1.9314997978508472,47,20,2,0,F M S,Getafe,11,8.808335237205029,12.544378835707903,2.4337577307596803
7008,Vinícius Júnior,26,1902,15,15.999081552028656,5,4.433579048141837,78,31,7,0,F M S,Real Madrid,14,15.255804002285004,20.517531529068947,4.835081744939089
7020,Gorka Guruzeta,32,2321,14,13.0646229442209,5,3.0766469575464725,65,27,2,0,F S,Athletic Club,14,12.321345334872603,15.980735013261437,2.6838627718389034
6637,Hugo Duro,37,3050,13,11.410676322877407,2,1.5678155571222305,65,15,4,0,F M S,Valencia,13,11.410676322877407,14.390071650967002,2.716021410189569
11070,Jørgen Strand Larsen,37,2951,13,16.671772304922342,3,2.7474186159670353,81,24,3,0,F M S,Celta Vigo,13,16.671772304922342,20.40579062514007,4.552490897476673
2399,Iñaki Williams,34,2880,12,11.432036427780986,3,6.1919286930933595,93,44,4,0,F M S,Athletic Club,12,11.432036427780986,21.492380052804947,5.147575912997127
10400,Myrto Uzuni,34,2490,11,12.619373556226492,1,3.1601249799132347,64,18,3,0,F M S,Granada,7,8.902985572814941,10.58439028635621,1.75699582695961
866,Joselu,34,1631,10,13.563519598916173,2,2.3252388201653957,63,12,0,0,F S,Real Madrid,10,12.076964350417256,17.439819484949112,5.645642139017582
2120,Gerard Moreno,30,2296,10,9.997523443773389,6,5.868685748428106,63,53,0,0,F M S,Villarreal,8,7.767690574750304,16.735687041655183,7.895937273278832
2361,Willian José,33,2004,10,6.604414518922567,5,3.088982405140996,48,27,0,1,F S,Real Betis,10,6.604414518922567,11.779934830963612,2.7242426984012127
8015,Rodrygo,34,2426,10,12.429995279759169,5,4.424967087805271,87,46,2,0,F S,Real Madrid,10,11.68671764060855,22.537924271076918,10.114376921206713
770,Ayoze Pérez,31,2346,9,8.989579416811466,1,4.214360909536481,68,31,4,0,F M S,Real Betis,9,8.989579416811466,17.23151198029518,6.425478775054216
1709,Cristhian Stuani,31,694,9,11.261974029242992,3,2.2404822162352502,34,10,6,0,F S,Girona,9,11.261974029242992,11.822853227611631,0.31514744088053703
2234,Mikel Oyarzabal,33,2160,9,10.142703792080283,3,2.1910949237644672,40,21,3,0,F M S,Real Sociedad,7,8.656148603186011,10.525855980813503,1.3151531964540482
2275,Ángel Correa,32,1502,9,7.449641685932875,2,4.268415723927319,43,32,3,0,F M S,Atletico Madrid,9,7.449641685932875,16.604389868676662,6.348268950358033
2290,Iago Aspas,35,2736,9,10.404229525476694,10,12.151071110740304,78,90,6,1,F M S,Celta Vigo,6,6.687841277569532,23.67988681048155,10.630125281400979
8862,Sergio Arribas,34,2065,9,9.642353873699903,4,4.135038662701845,60,40,1,0,F M S,Almeria,9,9.642353873699903,15.820769029669464,4.31053960043937
11735,Sávio,37,3062,9,6.155738043598831,10,8.476998306810856,45,52,5,0,F M S,Girona,9,6.155738043598831,24.98598575219512,13.196425644680858
11831,Samu Omorodion,35,2014,9,13.301204808056355,1,1.8839029110968113,67,18,6,0,F S,"Alaves,Granada",9,13.301204808056355,15.395711928606033,3.0258879344910383
2255,Isco,29,2377,8,9.666563872247934,5,8.340999964624643,63,81,10,0,M S,Real Betis,6,8.180008582770824,19.04085874557495,7.847405590116978
6421,Brahim Diaz,31,1548,8,7.064669705927372,6,5.103312510065734,38,30,0,0,F M S,Real Madrid,8,7.064669705927372,17.72036318667233,7.117511269636452
7490,Mason Greenwood,34,2766,8,9.606171378865838,7,5.150464846752584,103,40,6,1,F M S,Getafe,6,7.376338509842753,14.052480861544609,4.136063855141401
11322,Viktor Tsygankov,30,2118,8,7.182822577655315,7,6.8491873703897,44,35,0,0,D F M S,Girona,8,7.182822577655315,18.071242179721594,9.44023699592799
11822,Fermín López,31,1447,8,8.455701429396868,0,1.420464774593711,51,17,2,0,F M S,Barcelona,8,8.455701429396868,12.826990146189928,3.3985758498311043
2186,Morales,29,996,7,5.825236776843667,0,0.5933051854372025,25,5,0,0,F M S,Villarreal,7,5.825236776843667,8.629727041348815,2.665788280777633
2551,Pepelu,37,3314,7,6.94635817874223,1,3.3046364076435566,35,52,4,0,M,Valencia,0,1.0002651019021869,11.623020177707076,10.690893429331481
5091,Alex Berenguer,35,1533,7,5.9159444607794285,3,4.649526584893465,32,33,4,0,M S,Athletic Club,6,5.172794762998819,8.556869108229876,1.8393376246094704
6118,Portu,36,1205,7,4.973772298544645,5,3.6542198257520795,22,18,4,0,F M S,"Getafe,Girona",7,4.973772298544645,11.466555368155241,3.547722566872835
6441,Ferrán Torres,29,1168,7,6.14692690782249,2,2.06962201744318,38,26,2,0,F M S,Barcelona,7,6.14692690782249,11.046764150261879,4.374510854482651
7892,João Félix,30,1530,7,8.801812421530485,3,3.087745688855648,61,19,3,0,F M S,Barcelona,7,8.801812421530485,17.652851674705744,7.777922375127673
8001,Takefusa Kubo,30,2169,7,5.006727017462254,4,6.733130760490894,46,58,1,0,F M S,Real Sociedad,7,5.006727017462254,12.395342625677586,3.640120666474104
9002,Vedat Muriqi,29,2335,7,11.220534628257155,2,3.225141496397555,66,34,4,0,F S,Mallorca,6,8.990829708054662,9.76861596852541,2.220715753734112
12030,Tasos Douvikas,32,846,7,5.597069129347801,1,1.1894508870318532,26,8,2,0,F S,Celta Vigo,7,5.597069129347801,6.697281435132027,0.6971121802926064
1189,Lucas Boyé,31,2613,6,7.1452496172860265,3,3.2088521169498563,56,27,8,1,F M S,Granada,6,7.1452496172860265,10.558177180588245,3.42706776317209
2304,Leo Baptistao,32,1869,6,5.837608506903052,0,1.8269870448857546,47,19,6,1,F M S,Almeria,6,5.837608506903052,10.266108710318804,3.071513507515192
2518,Marcos Llorente,37,2580,6,4.876857055351138,4,6.641838442534208,30,26,5,0,D F M S,Atletico Madrid,6,4.876857055351138,19.585022961720824,10.337015140801668
7071,Álvaro García,32,2537,6,7.1121873166412115,1,3.6980624217540026,45,40,6,1,F M S,Rayo Vallecano,6,7.1121873166412115,11.993901647627354,1.8538533048704267
8014,Abdón Prats,34,1218,6,4.045267624780536,1,2.3391423150897026,33,14,4,0,F S,Mallorca,6,4.045267624780536,5.668141694739461,1.2052582316100597
8026,Raphinha,28,1385,6,7.7319870218634605,9,6.221527995541692,59,40,4,1,F M S,Barcelona,5,6.988709412515163,14.769633650779724,7.721641294658184
8042,Raul García,35,1328,6,5.832890957593918,1,1.2678657453507185,33,10,4,0,F S,Osasuna,6,5.832890957593918,7.1756522208452225,1.3460570983588696
8978,Luis Suárez,15,922,6,5.410993490368128,0,0.6992363482713699,40,8,3,0,F M S,Almeria,5,4.667715843766928,5.6103093065321445,0.5050557218492031
10143,Bryan Zaragoza,21,1651,6,3.4969893489032984,2,3.2957579903304577,33,22,5,0,F M S,Granada,5,2.753711733967066,8.612707426771522,3.226908627897501
11743,Kirian Rodríguez,37,3232,6,1.8378973649814725,2,1.9102027527987957,43,37,8,0,M S,Las Palmas,6,1.8378973649814725,11.23528541252017,8.897437009960413
12190,Arda Güler,10,365,6,1.991128913126886,0,0.1776059940457344,15,2,1,0,F M S,Real Madrid,6,1.991128913126886,4.972774624824524,3.295796275138855
314,Ilkay Gündogan,36,3014,5,7.261162165552378,9,10.576679192483425,43,97,5,0,M S,Barcelona,4,5.774606849998236,30.591652281582355,20.01150991767645
555,Memphis Depay,23,870,5,6.286115247756243,1,2.1676864326000214,39,12,2,0,F S,Atletico Madrid,5,6.286115247756243,9.110113620758057,1.083245625719428
5304,Mikel Merino,32,2476,5,3.8174224365502596,3,2.5781697425991297,30,19,10,0,M S,Real Sociedad,5,3.8174224365502596,11.67240933328867,6.87834064848721
