id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
3423,Kylian Mbappe-Lottin,35,3040,29,24.977208882570267,17,12.68674629740417,147,71,10,0,F S,Paris Saint Germain,25,21.936828210949898,40.46810184419155,12.094086153432727
3210,Wissam Ben Yedder,37,2560,25,19.01175193861127,5,6.077304377220571,72,32,3,0,F S,Monaco,17,12.930996276438236,20.251938208006322,4.6698481105268
5611,Martin Terrier,37,2836,21,15.060965828597546,3,5.016157285310328,88,42,1,0,F M,Rennes,19,13.540776677429676,24.810452205128968,10.825361002236605
7142,Moussa Dembele,30,2220,21,22.631302527152002,4,3.838869685307145,87,28,6,0,F S,Lyon,16,18.830960459075868,22.412415811792016,3.5196638032794
3530,Andy Delort,35,2730,18,17.200313100591302,3,5.394831563346088,114,39,3,0,F S,"Montpellier,Nice",15,14.920087048783898,19.789531053975224,3.3958356585353613
3746,Gaetan Laborde,38,3093,15,18.970638681203127,8,6.571088765747845,102,40,2,0,F M S,"Montpellier,Rennes",13,17.450448755174875,25.32270908728242,5.17854880541563
8636,Jonathan Christian David,38,2824,15,14.675139594823122,0,2.9130951007828116,69,34,3,0,F S,Lille,13,12.39485676959157,18.189485747367144,4.662801507860422
9646,Mohamed Bayo,32,2442,14,13.817994877696037,5,3.9737232364714146,65,31,1,0,F S,Clermont Foot,12,11.537707842886448,14.731482196599245,2.1403016103431582
2099,Neymar,22,1877,13,11.735738188028336,6,8.739592474885285,54,61,10,0,F M,Paris Saint Germain,10,8.695362156257033,25.08594012260437,12.037471696734428
536,Dimitri Payet,31,2599,12,10.224445840809494,11,10.594417411834002,68,99,3,0,F M S,Marseille,5,4.903780868742615,18.840970885008574,9.467505542561412
5657,Karl Toko Ekambi,30,2312,12,11.929097674787045,5,5.79322543181479,76,39,3,0,F M S,Lyon,10,10.408907614648342,21.26668992638588,7.530513679608703
5743,Randal Kolo Muani,36,2970,12,11.18252938054502,4,4.523487389087677,56,41,2,0,F M S,Nantes,12,11.18252938054502,16.162628212943673,2.059402228333056
6905,Ludovic Ajorque,36,2760,12,12.542709402740002,8,6.815739583224058,60,46,5,1,F S,Strasbourg,9,10.262424379587173,18.56258476898074,5.024452829733491
8056,Arnaud Kalimuendo Muinga,34,2190,12,8.8013557465747,0,1.8022303748875856,61,21,1,1,F S,"Lens,Paris Saint Germain",10,7.281161678023636,10.752909920178354,2.4536013957113028
2442,Kevin Gameiro,35,2415,11,14.750277327373624,3,2.5066994978114963,69,28,0,0,F M S,Strasbourg,10,12.469992423430085,18.37097854912281,5.595181668177247
3314,Franck Honorat,34,2929,11,4.789808684960008,4,6.3095434284769,59,60,3,0,D F M,Brest,11,4.789808684960008,13.453521289862692,4.2844959404319525
4773,Benjamin Bourigeaud,38,3245,11,5.43186451215297,12,12.786496586166322,51,122,2,0,F M,Rennes,11,5.43186451215297,23.919712318107486,14.151435198262334
5769,Habib Diallo,31,1519,11,10.883001787588,1,3.378270383924246,54,15,2,0,F S,Strasbourg,9,9.362810773774981,12.01518994383514,2.6773185804486275
7746,Hwang Ui-Jo,32,2552,11,8.264751048758626,2,1.4752803109586239,54,12,3,0,F M S,Bordeaux,11,8.264751048758626,10.20733985118568,1.2997122202068567
734,Wahbi Khazri,30,2258,10,7.494059192948043,0,3.255455811508,72,32,6,0,F M S,Saint-Etienne,6,4.453681676648557,7.8746081702411175,2.155415710993111
3475,Ludovic Blas,35,2993,10,11.144776804372668,5,3.9845828050747514,90,41,10,0,F M,Nantes,5,7.344297079369426,16.08773048222065,6.730470256879926
6162,Cengiz Ünder,32,2225,10,6.0185533869080245,2,4.43167410325259,58,34,0,1,F M S,Marseille,9,5.258458414580673,14.55936518125236,7.305522307753563
6401,Amine Gouiri,38,2777,10,12.052416706457734,9,6.796851160936058,75,50,3,0,F M S,Nice,7,8.251946095377207,16.275909837335348,5.603671049699187
6420,Romain Faivre,35,2689,10,8.076988201588392,5,5.772960881702602,58,64,1,0,M S,"Brest,Lyon",5,4.276512861251831,14.384619072079659,8.037475366145372
8995,Hugo Ekitike,24,1282,10,8.203123487532139,3,1.6526274709030986,31,16,1,1,F M S,Reims,9,6.682938523590565,8.147719405591488,1.180037614889443
9182,Sepe Elye Wahi,33,1782,10,8.606743330601603,1,0.6138403918594122,43,12,2,1,F M S,Montpellier,10,8.606743330601603,7.998909069690853,0.4107987005263567
