id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
3300,Christopher Nkunku,25,1897,16,16.290899142622948,4,4.9029772616922855,74,38,4,0,F M S,RasenBallsport Leipzig,13,13.25986534357071,19.322517298161983,4.799339268356562
6098,Niclas Füllkrug,28,2482,16,13.430156659334898,5,3.7504996675997972,80,33,4,0,F,Werder Bremen,11,9.641273576766253,15.179124631918967,4.494084726087749
5266,Vincenzo Grifo,33,2461,15,11.618569439277053,5,6.470908637158573,66,55,2,0,F M S,Freiburg,8,5.556354703381658,12.240157168358564,6.598483877256513
5743,Randal Kolo Muani,32,2671,15,14.64113382063806,11,7.074136344715953,77,41,4,1,F M S,Eintracht Frankfurt,13,13.125744855031371,21.198371678590775,3.378522824496031
993,Serge Gnabry,34,1950,14,11.549345068633556,5,5.648855604231358,82,36,0,0,F M S,Bayern Munich,13,10.791569046676159,24.274701070040464,10.335147313773632
5992,Marcus Thuram,30,2524,13,16.923396602272987,6,3.983339882455766,91,29,3,0,F S,Borussia M.Gladbach,13,16.923396602272987,22.03937479108572,4.194450257346034
320,Jonas Hofmann,31,2703,12,7.324288273230195,9,11.074682033620775,45,99,2,0,M S,Borussia M.Gladbach,12,6.566511252894998,18.388078302145004,7.284908747300506
956,Andrej Kramaric,32,2413,12,12.65513789653778,3,1.6903651049360633,63,31,3,0,F M S,Hoffenheim,8,8.108478620648384,16.094462648034096,8.000660603865981
4329,Marvin Ducksch,34,2888,12,10.890671040862799,6,5.1176732471212745,94,51,3,0,F M,Werder Bremen,12,10.132894050329924,16.19248654320836,3.878561289049685
8418,Jamal Musiala,33,2234,12,9.34594888612628,10,7.170549068599939,66,52,1,0,M S,Bayern Munich,12,9.34594888612628,27.62527047097683,15.357557548210025
3738,Serhou Guirassy,22,1665,11,11.956945683807135,0,1.3576067350804806,49,18,2,1,F S,VfB Stuttgart,9,10.441392052918673,12.250795565545559,2.316678822040558
5706,Dodi Lukebakio,32,2417,11,8.96133531164378,3,4.295584134757519,64,28,8,0,F M S,Hertha Berlin,6,5.172451974824071,9.813450296409428,2.6042105183005333
7879,Marius Bülter,33,2619,11,8.998790411278605,1,4.248066739179194,68,37,5,0,F M S,Schalke 04,7,5.967683052644134,12.15662797447294,2.7311309576034546
7882,Sheraldo Becker,34,2638,11,5.706978755071759,7,5.149274218827486,67,43,4,0,F M S,Union Berlin,11,5.706978755071759,12.626208378002048,2.6656901137903333
171,Michael Gregoritsch,30,2200,10,9.705382015556097,4,3.3593770395964384,66,25,6,0,F S,Freiburg,10,9.705382015556097,16.562423076480627,4.920723516494036
339,Eric Maxim Choupo-Moting,19,1127,10,8.34479707479477,2,2.4134399238973856,31,16,0,0,F S,Bayern Munich,10,7.587020091712475,15.240264654159546,5.789523597806692
2631,Karim Onisiwo,31,2559,10,7.937801500782371,2,4.462550288066268,67,33,4,0,F M S,Mainz 05,10,7.937801500782371,13.139806311577559,3.004184128716588
7883,Marcus Ingvartsen,28,1313,10,9.38143016025424,0,0.7966726366430521,36,6,2,0,F M S,Mainz 05,6,6.350403893738985,7.678540274500847,2.5980356596410275
65,Timo Werner,27,1965,9,9.723146203905344,3,2.870787415653467,61,20,2,0,F M S,RasenBallsport Leipzig,9,9.723146203905344,14.621947288513184,3.861814394593239
261,Julian Brandt,32,2436,9,5.173838408663869,8,8.180333945900202,42,72,2,0,F M S,Borussia Dortmund,9,5.173838408663869,21.539732083678246,12.517931933514774
6144,Sébastien Haller,19,1248,9,9.811639262363315,3,2.9800966046750546,34,16,1,0,F S,Borussia Dortmund,9,9.053862584754825,11.782302178442478,2.9406321942806244
6145,Daichi Kamada,32,2279,9,8.885730244219303,6,3.55752938054502,44,34,3,0,M S,Eintracht Frankfurt,6,6.612399263307452,17.701268509030342,10.873036798089743
6556,Moussa Diaby,33,2736,9,10.234066966921091,8,8.54252471961081,80,58,4,0,F M,Bayer Leverkusen,9,9.476291004568338,20.56936350464821,4.606570445932448
9749,Donyell Malen,26,1754,9,10.436273377388716,6,5.750813579186797,62,29,0,0,F M S,Borussia Dortmund,9,10.436273377388716,19.17952760308981,5.9087957832962275
11092,Mërgim Berisha,23,1693,9,8.744452925398946,4,3.7399580562487245,56,21,7,1,F S,Augsburg,6,5.71334701962769,6.598840083926916,0.3061359953135252
208,Lars Stindl,29,1761,8,5.814497446641326,7,5.840890821069479,50,40,9,0,M S,Borussia M.Gladbach,8,5.814497446641326,14.786454452201724,6.406254107132554
226,Kingsley Coman,24,1422,8,6.010770929977298,5,5.7907725758850574,49,41,0,1,M S,Bayern Munich,8,6.010770929977298,18.717868223786354,8.904668807983398
337,Leroy Sané,32,1997,8,9.470278967171907,7,5.158201150596142,79,35,4,0,M S,Bayern Munich,8,9.470278967171907,23.99955504760146,11.749857423827052
6496,Ermedin Demirovic,30,2415,8,8.07651238143444,4,3.547700279392302,62,28,7,1,F M,Augsburg,7,7.318736102432013,10.457560524344444,1.3924938049167395
8824,Jude Bellingham,31,2691,8,8.504038363695145,4,4.233295059762895,65,34,8,0,M S,Borussia Dortmund,7,7.74626162648201,24.581586927175522,17.165961924940348
9328,Jeremie Frimpong,34,2727,8,8.343600986525416,7,5.546072905883193,38,45,4,0,D M S,Bayer Leverkusen,8,8.343600986525416,18.800267400220037,6.1089749513193965
9712,Kevin Behrens,33,1551,8,5.351088147610426,1,1.17486921697855,35,21,6,0,F S,Union Berlin,8,5.351088147610426,6.587344314903021,1.4740190654993057
10736,Philipp Hofmann,34,2663,8,8.852028047665954,2,2.597704393789172,52,25,5,0,F S,Bochum,8,8.852028047665954,10.911799021065235,2.271575433202088
224,Thomas Müller,27,1681,7,9.138495799154043,8,8.518348589539528,46,39,0,0,F M S,Bayern Munich,7,9.138495799154043,25.59187649935484,11.05475202202797
838,Sadio Mané,25,1449,7,11.784473165869713,5,4.721706811338663,54,25,2,0,F M S,Bayern Munich,6,10.26893113553524,19.7928506731987,6.392940312623978
3347,Ellyes Skhiri,32,2859,7,5.808995292522013,1,1.712702731601894,32,25,5,0,M,FC Cologne,7,5.808995292522013,10.647969525307417,7.378694258630276
6271,Ihlas Bebou,19,1440,7,4.819524594582617,0,0.9563902327790856,29,15,2,0,D F S,Hoffenheim,6,4.061747618950903,7.813072131946683,3.351820595562458
7422,Christoph Baumgartner,33,2628,7,7.250016514211893,3,4.0532108983024955,65,23,7,0,F M,Hoffenheim,7,7.250016514211893,14.899143129587173,5.3768909545615315
8191,Giovanni Reyna,22,596,7,4.03692801296711,2,1.4485626854002476,25,11,2,0,M S,Borussia Dortmund,6,3.279151037335396,5.849157366901636,2.9040713123977184
9133,Youssoufa Moukoko,26,1122,7,7.62364936619997,3,1.8148007467389107,35,12,0,0,F S,Borussia Dortmund,7,7.62364936619997,10.050564967095852,2.3641314674168825
9752,Jesper Lindstrom,27,1729,7,5.696989983320236,2,2.896976849064231,45,18,2,0,M S,Eintracht Frankfurt,7,5.696989983320236,10.873751252889633,3.7506067249923944
9783,Jae-Sung Lee,34,1941,7,4.690953841432929,4,2.557208967395127,35,26,2,0,F M S,Mainz 05,7,4.690953841432929,9.127817280590534,4.051347360946238
140,Yannick Gerhardt,29,1884,6,5.957216642796993,4,1.8561384845525026,26,21,3,0,M S,Wolfsburg,6,5.957216642796993,11.160714483819902,4.984407410956919
